Marital status,Application mode,Application order,Course,evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Unemployment rate,Inflation rate,GDP,Output
1,1,1,12,1,1,1,22,14,8,8,1,0,0,1,0,1,19,0,9.4,-0.8,-3.12,0
1,8,3,16,1,1,1,23,28,6,8,1,0,0,1,0,0,19,0,10.8,1.4,1.74,1
1,14,1,15,1,1,1,1,1,5,9,0,0,0,0,0,0,21,0,10.8,1.4,1.74,1
1,8,1,15,1,1,1,2,3,3,3,1,0,0,1,0,1,18,0,11.1,0.6,2.02,0
1,8,5,6,1,1,1,1,28,5,8,1,0,0,1,0,1,20,0,13.9,-0.3,0.79,0
1,8,5,9,1,1,1,22,28,6,6,0,0,0,1,0,1,18,0,16.2,0.3,-0.92,0
1,1,3,5,1,1,1,23,27,6,6,1,0,0,1,0,0,18,0,16.2,0.3,-0.92,0
1,4,1,13,1,2,1,22,27,10,10,1,0,0,1,0,1,36,0,12.7,3.7,-1.7,1
1,8,4,9,1,1,1,23,27,7,8,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,0
1,14,1,8,1,6,1,1,20,5,12,1,0,0,1,0,1,21,0,7.6,2.6,0.32,1
1,15,1,8,1,14,1,1,3,10,3,1,0,1,1,0,1,21,0,13.9,-0.3,0.79,1
1,6,1,6,1,1,14,3,3,5,3,0,0,0,1,0,0,18,1,11.1,0.6,2.02,0
1,8,6,14,1,1,1,1,12,5,6,1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,0
1,1,2,12,1,1,1,23,28,10,8,1,0,0,1,0,0,19,0,7.6,2.6,0.32,0
2,12,1,4,1,12,1,22,14,10,5,0,0,1,1,0,0,29,0,11.1,0.6,2.02,0
1,15,1,9,1,14,1,13,1,10,4,0,0,0,1,0,1,20,0,11.1,0.6,2.02,0
1,8,2,12,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,7.6,2.6,0.32,0
1,1,1,6,1,1,1,2,1,5,11,1,0,0,1,0,0,19,0,10.8,1.4,1.74,0
1,1,3,9,1,1,1,1,28,4,9,1,0,0,1,0,1,19,0,8.9,1.4,3.51,0
1,12,1,3,0,1,1,10,5,10,5,0,0,1,0,0,0,37,0,8.9,1.4,3.51,1
1,1,2,6,1,1,1,22,1,10,10,1,0,0,1,0,1,18,0,10.8,1.4,1.74,0
1,1,1,16,1,1,1,13,14,8,8,1,0,0,1,0,0,21,0,12.7,3.7,-1.7,1
1,8,1,10,1,1,1,1,28,22,40,0,0,0,1,0,1,19,0,12.4,0.5,1.79,0
1,8,2,14,1,1,1,3,1,4,2,0,0,0,1,0,0,19,0,9.4,-0.8,-3.12,0
2,12,1,17,0,14,1,23,14,10,6,0,0,0,1,0,1,35,0,12.7,3.7,-1.7,0
2,12,1,12,1,1,1,22,28,10,9,0,0,0,1,0,0,30,0,13.9,-0.3,0.79,1
1,14,2,15,1,1,1,19,24,1,1,1,0,0,1,0,0,27,0,9.4,-0.8,-3.12,1
2,1,1,11,1,1,1,22,27,10,10,0,0,0,1,0,1,45,0,7.6,2.6,0.32,1
2,12,1,3,0,1,1,23,28,10,10,0,0,0,1,0,1,50,0,12.7,3.7,-1.7,0
4,13,1,9,1,1,1,22,27,10,10,0,0,0,1,0,0,41,0,9.4,-0.8,-3.12,0
1,14,1,12,1,1,1,22,27,10,7,1,0,0,1,0,0,26,0,7.6,2.6,0.32,0
1,12,1,4,1,12,1,22,27,10,10,0,0,0,1,0,0,44,0,11.1,0.6,2.02,1
5,4,1,9,1,15,1,22,27,10,10,0,0,0,1,0,0,23,0,15.5,2.8,-4.06,0
1,16,1,1,1,1,1,13,14,10,10,0,0,0,1,0,0,34,0,11.1,0.6,2.02,1
1,1,1,9,1,1,1,23,28,10,10,1,0,0,1,0,1,21,0,11.1,0.6,2.02,0
1,14,3,9,1,1,8,3,27,4,4,1,0,0,1,0,0,22,1,7.6,2.6,0.32,1
4,12,1,3,0,1,1,22,27,10,9,0,0,0,1,0,1,32,0,16.2,0.3,-0.92,0
1,8,2,13,1,1,14,1,1,8,8,1,0,0,1,0,0,20,1,15.5,2.8,-4.06,0
2,4,1,3,0,3,1,20,25,12,12,0,0,0,0,0,0,59,0,10.8,1.4,1.74,1
2,17,1,9,1,16,1,13,14,28,31,0,0,0,1,0,0,30,0,8.9,1.4,3.51,0
1,1,4,11,1,1,1,23,26,10,10,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,0
2,12,1,17,0,1,1,22,27,10,7,0,0,1,1,1,0,25,0,7.6,2.6,0.32,0
4,14,1,17,0,1,1,22,27,6,6,0,0,0,1,1,0,36,0,12.7,3.7,-1.7,0
1,4,1,13,1,17,1,23,14,10,10,0,0,0,1,1,0,36,0,11.1,0.6,2.02,1
1,8,6,14,1,1,1,23,14,1,2,0,0,0,0,1,0,19,0,10.8,1.4,1.74,1
1,12,1,17,0,1,1,1,27,5,7,0,0,0,1,1,0,25,0,9.4,-0.8,-3.12,0
1,12,1,4,1,12,1,22,27,10,8,0,0,0,1,1,0,35,0,15.5,2.8,-4.06,0
1,1,1,10,1,1,1,1,1,6,6,0,0,0,1,1,0,20,0,16.2,0.3,-0.92,1
1,12,1,4,1,1,1,22,27,10,8,1,0,0,0,1,0,35,0,15.5,2.8,-4.06,1
1,1,1,10,1,1,1,22,27,1,1,1,0,0,1,0,0,27,0,7.6,2.6,0.32,1
1,8,3,12,1,1,1,13,3,10,6,1,0,0,1,0,0,18,0,10.8,1.4,1.74,0
1,14,1,12,1,1,1,23,14,10,11,0,0,0,1,0,0,23,0,16.2,0.3,-0.92,0
1,8,2,3,0,1,1,13,1,6,11,1,0,0,1,0,0,19,0,10.8,1.4,1.74,0
1,8,2,12,1,1,1,22,27,8,8,1,0,0,1,0,1,18,0,11.1,0.6,2.02,0
1,12,1,12,1,1,1,13,14,4,8,0,0,1,0,0,0,26,0,12.4,0.5,1.79,1
1,8,1,10,1,1,1,1,28,10,8,0,0,0,1,0,0,19,0,16.2,0.3,-0.92,0
1,1,5,12,1,1,1,23,14,8,8,1,0,0,0,0,0,19,0,12.7,3.7,-1.7,1
1,1,1,2,1,1,1,13,14,6,2,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,1
1,8,1,12,1,1,1,13,1,10,8,1,0,0,1,0,1,19,0,11.1,0.6,2.02,0
1,8,1,12,1,1,1,22,27,10,9,1,0,0,1,0,1,19,0,15.5,2.8,-4.06,0
1,1,4,6,1,1,1,23,27,10,10,1,0,0,1,0,1,19,0,10.8,1.4,1.74,0
1,15,1,3,0,14,1,1,27,10,8,0,0,0,1,0,1,21,0,12.4,0.5,1.79,0
1,1,3,15,1,1,1,1,1,4,6,1,0,0,1,0,0,18,0,15.5,2.8,-4.06,0
2,14,1,11,1,3,1,23,27,10,4,1,0,0,1,0,0,33,0,9.4,-0.8,-3.12,0
1,4,1,3,0,3,1,13,27,6,4,0,0,0,1,0,0,32,0,12.7,3.7,-1.7,0
1,1,6,12,1,1,1,13,14,2,5,1,0,0,1,0,1,17,0,9.4,-0.8,-3.12,0
2,12,1,12,1,1,1,13,14,10,8,0,0,0,1,0,0,31,0,12.7,3.7,-1.7,1
2,12,1,3,0,1,1,13,14,10,8,0,0,0,1,0,1,32,0,15.5,2.8,-4.06,0
1,1,2,6,1,1,1,25,30,4,8,1,0,0,1,0,0,18,0,11.1,0.6,2.02,1
1,16,1,5,1,9,1,22,14,4,8,0,0,1,1,0,0,31,0,8.9,1.4,3.51,0
1,1,1,11,1,1,1,1,1,10,11,0,0,0,1,1,0,20,0,8.9,1.4,3.51,0
1,14,1,17,0,1,1,3,14,2,2,0,0,0,0,1,0,40,0,10.8,1.4,1.74,1
2,1,1,17,0,1,1,22,14,10,10,1,0,0,1,1,0,32,0,7.6,2.6,0.32,0
1,4,1,7,1,3,1,13,14,2,2,0,0,0,0,1,0,40,0,12.7,3.7,-1.7,1
1,1,1,2,1,1,1,1,1,5,10,0,0,0,1,1,1,18,0,16.2,0.3,-0.92,0
1,14,1,17,0,1,1,22,27,10,10,0,0,1,0,1,0,28,0,12.7,3.7,-1.7,1
1,7,2,5,1,1,1,1,1,4,2,1,0,1,1,1,0,19,0,9.4,-0.8,-3.12,0
1,1,1,15,1,1,1,1,27,6,10,0,0,0,1,1,1,19,0,15.5,2.8,-4.06,0
1,1,6,9,1,1,1,23,27,8,8,0,1,0,1,1,0,21,0,10.8,1.4,1.74,1
1,8,4,9,1,1,1,13,1,1,5,1,0,0,1,1,0,22,0,7.6,2.6,0.32,1
1,8,3,7,1,1,1,3,1,4,4,1,0,0,0,1,0,18,0,12.4,0.5,1.79,1
1,12,1,2,1,1,1,10,3,6,3,1,0,0,1,1,0,27,0,9.4,-0.8,-3.12,1
1,1,1,2,1,1,1,1,3,3,3,0,0,0,1,1,0,19,0,8.9,1.4,3.51,0
2,14,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,30,0,9.4,-0.8,-3.12,0
1,12,1,8,1,14,1,1,3,5,2,0,0,0,1,1,0,28,0,16.2,0.3,-0.92,1
5,12,1,7,1,1,1,22,27,10,10,0,0,1,1,1,1,34,0,9.4,-0.8,-3.12,0
1,8,1,9,1,1,1,1,1,5,5,0,0,0,1,1,0,21,0,10.8,1.4,1.74,0
1,1,1,10,1,1,1,1,14,10,10,0,0,0,1,1,1,20,0,16.2,0.3,-0.92,0
1,14,1,11,1,1,1,10,14,10,10,0,0,0,0,1,0,31,0,7.6,2.6,0.32,1
1,8,1,7,1,1,1,1,1,10,10,0,0,1,0,1,0,21,0,7.6,2.6,0.32,1
1,12,2,14,1,12,1,19,24,1,1,1,0,0,0,1,0,27,0,7.6,2.6,0.32,1
1,1,6,15,1,1,1,23,28,10,10,1,0,0,1,1,0,19,0,7.6,2.6,0.32,0
1,8,4,15,1,1,1,3,1,3,8,1,0,0,1,1,0,21,0,10.8,1.4,1.74,0
1,15,1,4,1,14,1,13,14,5,5,1,0,0,0,1,0,21,0,16.2,0.3,-0.92,1
1,14,1,14,1,1,1,19,24,13,13,0,0,0,0,1,0,35,0,7.6,2.6,0.32,1
1,12,1,6,1,1,1,22,26,12,8,0,0,0,1,1,0,28,0,7.6,2.6,0.32,1
1,8,1,14,1,1,1,1,1,5,4,0,0,0,1,1,0,24,0,10.8,1.4,1.74,0
1,1,3,15,1,1,1,19,1,6,11,1,0,0,0,1,0,19,0,9.4,-0.8,-3.12,1
1,8,1,14,1,1,1,1,1,5,9,0,0,1,0,1,0,20,0,13.9,-0.3,0.79,0
1,1,1,5,1,1,1,3,14,5,5,1,0,0,1,1,1,20,0,16.2,0.3,-0.92,0
1,1,1,7,1,1,1,22,27,10,7,0,0,0,1,1,0,19,0,9.4,-0.8,-3.12,0
1,12,1,6,1,1,1,25,1,6,7,0,0,1,0,1,0,37,0,8.9,1.4,3.51,1
1,1,1,11,1,1,1,22,28,10,9,1,0,0,1,1,0,19,0,7.6,2.6,0.32,1
1,12,1,12,1,1,1,22,27,10,9,0,0,0,1,1,0,36,0,13.9,-0.3,0.79,1
1,12,1,9,1,9,1,22,27,10,10,0,0,0,1,1,0,29,0,9.4,-0.8,-3.12,1
1,12,1,4,1,1,1,23,27,10,5,0,0,0,1,1,0,30,0,13.9,-0.3,0.79,0
1,16,1,14,1,12,1,2,1,4,11,0,0,1,1,1,0,32,0,11.1,0.6,2.02,1
1,1,1,3,0,1,1,3,1,3,10,1,0,0,1,1,0,26,0,10.8,1.4,1.74,0
2,15,1,4,1,14,1,22,27,5,8,0,0,0,1,1,0,37,0,16.2,0.3,-0.92,1
1,12,1,7,1,1,1,1,10,5,4,0,0,0,1,1,0,27,0,13.9,-0.3,0.79,1
1,1,1,15,1,1,1,23,1,6,8,1,0,0,1,1,1,18,0,13.9,-0.3,0.79,0
1,1,1,12,1,1,1,23,27,10,10,0,0,0,1,1,1,18,0,9.4,-0.8,-3.12,0
2,12,2,4,1,12,1,23,14,5,2,0,0,0,0,1,0,32,0,15.5,2.8,-4.06,1
1,15,1,7,1,14,1,3,14,4,5,0,0,0,1,1,0,20,0,12.4,0.5,1.79,0
1,14,1,4,1,1,1,3,3,2,3,0,0,0,1,1,0,22,0,16.2,0.3,-0.92,1
4,12,1,12,1,1,1,1,14,4,4,0,0,0,1,0,0,32,0,12.4,0.5,1.79,1
1,1,1,9,1,1,1,1,27,10,10,1,0,0,1,0,0,21,0,7.6,2.6,0.32,0
1,8,4,14,1,1,1,1,1,5,8,0,0,0,0,0,0,19,0,10.8,1.4,1.74,1
1,1,1,15,1,1,1,13,1,10,10,1,0,0,1,0,1,18,0,8.9,1.4,3.51,0
1,1,4,9,1,1,1,1,1,10,8,1,0,0,1,0,1,18,0,8.9,1.4,3.51,0
1,4,1,9,1,2,1,3,27,3,6,1,0,1,0,0,0,38,0,15.5,2.8,-4.06,1
1,8,3,16,1,1,1,19,24,1,1,1,0,0,1,0,0,21,0,7.6,2.6,0.32,1
1,1,1,10,1,1,1,19,27,6,6,0,0,0,0,0,0,21,0,9.4,-0.8,-3.12,1
1,1,1,17,0,1,1,22,27,10,4,0,0,0,1,1,0,26,0,7.6,2.6,0.32,0
1,1,4,12,1,1,1,13,28,10,4,1,0,0,1,0,0,19,0,7.6,2.6,0.32,0
1,1,6,12,1,1,1,13,27,10,10,1,0,0,1,0,1,19,0,10.8,1.4,1.74,0
1,8,1,11,1,1,1,1,1,10,11,0,0,1,1,0,0,18,0,7.6,2.6,0.32,1
1,4,1,9,1,3,1,22,27,10,10,0,0,0,1,0,0,25,0,12.7,3.7,-1.7,1
1,1,6,12,1,1,1,22,1,6,5,1,0,0,1,0,0,19,0,7.6,2.6,0.32,0
1,8,2,11,1,1,1,1,14,10,10,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,0
1,8,1,9,1,1,1,22,27,10,8,0,0,0,1,0,1,19,0,13.9,-0.3,0.79,0
1,1,1,10,1,1,1,13,28,10,8,1,0,0,1,0,1,22,0,12.4,0.5,1.79,0
1,15,1,4,1,14,1,23,28,7,7,1,0,0,1,0,0,21,0,15.5,2.8,-4.06,0
1,8,1,6,1,1,1,13,27,10,10,1,0,0,1,0,1,21,0,8.9,1.4,3.51,0
1,1,1,16,1,1,1,23,28,4,8,0,0,0,1,0,1,20,0,11.1,0.6,2.02,0
2,1,1,9,1,1,1,13,27,10,10,0,0,0,1,0,0,19,0,10.8,1.4,1.74,0
1,1,4,12,1,1,1,13,14,10,4,1,0,0,1,0,0,18,0,7.6,2.6,0.32,0
1,12,1,12,1,1,1,13,14,10,9,0,0,0,1,0,0,26,0,13.9,-0.3,0.79,1
1,10,1,9,1,2,1,19,24,1,1,1,0,0,1,0,0,31,0,7.6,2.6,0.32,1
1,8,1,10,1,1,1,22,28,10,9,1,0,0,1,0,1,18,0,11.1,0.6,2.02,0
4,4,1,9,1,3,1,13,1,6,6,0,0,0,1,0,0,35,0,11.1,0.6,2.02,1
1,1,1,6,1,1,1,22,27,10,10,1,0,0,1,0,0,19,0,12.7,3.7,-1.7,0
1,1,1,10,1,1,1,13,28,8,8,0,0,0,1,0,1,19,0,15.5,2.8,-4.06,0
1,1,2,12,1,1,1,3,1,5,4,0,0,0,1,0,0,18,0,11.1,0.6,2.02,0
1,8,1,6,1,1,1,23,28,5,10,0,0,0,1,0,0,20,0,12.4,0.5,1.79,0
1,1,4,2,1,1,1,1,1,10,6,1,0,0,1,0,1,19,0,8.9,1.4,3.51,0
1,14,1,10,1,1,1,13,27,6,6,0,0,0,1,0,1,21,0,10.8,1.4,1.74,0
1,8,1,16,1,1,1,23,28,10,10,0,0,1,1,0,1,18,0,16.2,0.3,-0.92,0
1,13,1,12,1,1,1,13,14,5,10,0,0,0,1,0,0,23,0,9.4,-0.8,-3.12,0
1,1,1,5,1,1,1,1,1,10,10,0,0,0,1,0,1,21,0,16.2,0.3,-0.92,0
1,1,1,9,1,1,1,22,28,10,10,0,0,0,1,0,1,19,0,11.1,0.6,2.02,0
1,1,2,9,1,1,1,23,14,4,8,1,0,0,1,0,0,19,0,10.8,1.4,1.74,0
1,17,1,6,1,16,1,13,27,5,10,1,0,0,1,0,0,20,0,8.9,1.4,3.51,0
1,14,1,9,1,1,1,3,14,3,10,0,0,0,1,0,0,18,0,16.2,0.3,-0.92,0
1,1,1,12,1,1,1,22,27,10,8,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,0
2,1,5,12,1,1,1,1,14,5,5,0,0,0,1,0,0,19,0,7.6,2.6,0.32,0
1,8,1,5,1,1,1,23,14,6,6,0,0,0,1,0,1,21,0,9.4,-0.8,-3.12,0
1,1,1,10,1,1,1,23,28,10,10,1,1,0,1,0,1,18,0,12.7,3.7,-1.7,0
1,1,1,14,1,1,1,22,14,8,8,0,0,0,1,0,0,20,0,15.5,2.8,-4.06,0
1,1,1,15,1,1,1,13,28,10,6,0,0,0,1,0,0,18,0,12.7,3.7,-1.7,0
1,8,5,12,1,1,1,13,14,10,8,1,0,0,1,0,1,18,0,15.5,2.8,-4.06,0
2,14,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,32,0,9.4,-0.8,-3.12,0
1,8,2,2,1,1,1,3,3,4,4,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,0
1,7,3,16,1,1,1,13,27,10,10,1,0,0,1,0,0,19,0,10.8,1.4,1.74,0
1,1,3,12,1,1,1,1,14,10,4,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,0
1,1,6,12,1,1,1,1,1,5,6,0,0,0,0,0,0,18,0,9.4,-0.8,-3.12,1
1,1,5,15,1,1,1,13,28,4,6,1,0,0,1,0,0,20,0,11.1,0.6,2.02,0
1,3,1,14,1,1,1,1,10,5,5,1,0,0,1,0,0,19,0,12.4,0.5,1.79,0
1,8,4,12,1,1,1,23,27,10,6,1,0,0,1,0,0,19,0,10.8,1.4,1.74,0
1,8,1,9,1,1,1,23,28,8,6,0,0,0,1,0,0,18,0,9.4,-0.8,-3.12,0
1,1,4,12,1,1,1,1,14,5,8,1,0,0,1,0,0,18,0,15.5,2.8,-4.06,1
1,8,3,12,1,1,1,1,14,8,9,1,0,0,1,0,1,18,0,12.4,0.5,1.79,0
1,8,6,12,1,1,1,3,28,3,10,1,0,0,1,0,0,20,0,11.1,0.6,2.02,0
1,1,1,15,1,1,1,3,3,3,6,0,0,0,1,0,0,19,0,16.2,0.3,-0.92,0
1,1,1,11,1,1,1,23,14,4,4,0,0,0,1,0,0,21,0,12.7,3.7,-1.7,1
1,1,1,16,1,1,1,23,27,10,10,1,0,0,1,0,1,19,0,11.1,0.6,2.02,0
1,8,1,10,1,1,1,13,28,5,10,1,0,0,1,0,1,20,0,15.5,2.8,-4.06,0
1,1,1,12,1,1,1,1,1,10,5,0,0,0,1,0,1,21,0,9.4,-0.8,-3.12,0
1,15,1,6,1,14,1,22,28,10,7,1,0,0,1,0,0,23,0,11.1,0.6,2.02,1
1,8,1,10,1,1,1,1,28,6,9,0,0,0,0,0,1,18,0,12.7,3.7,-1.7,1
2,12,1,17,0,3,1,3,1,2,11,0,0,0,1,0,0,30,0,12.7,3.7,-1.7,1
1,1,1,6,1,1,1,7,14,5,2,1,0,0,1,0,0,20,0,9.4,-0.8,-3.12,1
2,14,2,9,1,1,1,22,27,10,10,0,0,0,0,0,0,29,0,10.8,1.4,1.74,1
1,9,1,9,1,1,1,23,28,6,6,1,0,0,1,0,0,24,0,10.8,1.4,1.74,0
1,1,1,10,1,1,1,13,1,5,4,1,0,0,1,0,0,20,0,7.6,2.6,0.32,0
1,14,1,3,0,1,1,22,27,10,10,0,0,0,1,0,0,27,0,13.9,-0.3,0.79,1
2,4,1,9,1,3,1,22,27,10,10,0,0,0,1,0,0,23,0,7.6,2.6,0.32,1
1,16,1,5,1,1,1,13,14,25,32,0,0,0,1,0,1,23,0,11.1,0.6,2.02,0
1,1,3,12,1,1,1,1,1,5,5,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,0
1,1,1,15,1,1,1,23,28,10,8,1,0,0,1,0,1,19,0,12.7,3.7,-1.7,0
1,8,6,12,1,1,1,13,27,5,10,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,1
1,1,1,15,1,1,1,1,28,9,9,1,0,0,1,0,1,18,0,11.1,0.6,2.02,1
1,1,2,5,1,1,1,1,1,5,8,1,0,0,1,0,0,19,0,9.4,-0.8,-3.12,0
1,1,1,15,1,1,1,1,28,5,8,0,0,0,1,0,1,18,0,13.9,-0.3,0.79,0
1,14,1,17,0,1,1,22,27,10,9,1,0,0,1,0,0,29,0,9.4,-0.8,-3.12,0
1,12,2,13,1,12,1,22,27,4,8,0,0,0,1,0,0,24,0,13.9,-0.3,0.79,0
1,8,2,13,1,1,1,22,28,10,9,1,0,0,1,0,0,19,0,8.9,1.4,3.51,1
1,8,1,13,1,1,1,1,28,5,10,0,0,0,1,0,0,19,0,12.7,3.7,-1.7,0
1,1,1,14,1,1,1,23,14,5,9,0,0,0,1,0,0,19,0,10.8,1.4,1.74,0
1,8,4,11,1,1,1,22,14,10,8,1,0,0,1,0,0,20,0,11.1,0.6,2.02,0
1,1,2,15,1,1,1,1,14,10,10,0,0,0,1,0,0,18,0,10.8,1.4,1.74,0
1,1,2,5,1,1,1,1,14,4,4,1,0,0,0,0,0,18,0,13.9,-0.3,0.79,1
1,1,5,12,1,1,1,13,1,10,6,1,0,0,1,0,1,19,0,12.4,0.5,1.79,0
1,7,1,6,1,1,1,3,3,3,2,1,0,0,1,0,0,19,0,13.9,-0.3,0.79,1
1,1,1,2,1,1,1,1,14,6,9,1,0,0,1,0,1,18,0,13.9,-0.3,0.79,0
1,1,1,15,1,1,1,13,27,10,7,1,0,0,1,0,1,19,0,10.8,1.4,1.74,0
1,1,2,12,1,1,1,3,3,3,3,1,0,0,1,0,1,18,0,16.2,0.3,-0.92,0
1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,24,0,16.2,0.3,-0.92,0
1,12,1,12,1,1,1,13,14,6,7,0,0,1,1,0,0,28,0,13.9,-0.3,0.79,0
1,13,1,12,1,1,1,1,1,5,5,0,0,0,1,0,0,20,0,12.7,3.7,-1.7,0
1,1,6,12,1,1,1,22,28,10,10,1,0,0,1,0,1,19,0,12.7,3.7,-1.7,0
1,8,1,9,1,1,1,22,27,10,10,0,0,0,0,0,0,22,0,9.4,-0.8,-3.12,1
1,1,1,10,1,1,1,13,1,7,6,1,0,0,1,0,0,19,0,12.7,3.7,-1.7,0
1,4,1,10,1,3,1,22,27,10,10,1,0,0,1,0,0,36,0,16.2,0.3,-0.92,0
1,15,1,4,1,14,1,22,28,10,8,0,0,0,1,0,1,19,0,15.5,2.8,-4.06,0
1,8,1,10,1,1,1,4,3,2,2,0,0,0,1,0,0,18,0,16.2,0.3,-0.92,0
4,14,4,17,0,9,1,22,27,10,10,0,0,0,0,0,0,40,0,7.6,2.6,0.32,1
1,1,2,12,1,1,1,23,27,10,8,1,0,0,1,0,1,19,0,7.6,2.6,0.32,0
4,14,1,12,1,1,1,22,27,10,10,0,0,0,1,0,0,38,0,10.8,1.4,1.74,0
1,4,1,6,1,3,1,22,27,8,8,0,0,0,1,0,0,32,0,15.5,2.8,-4.06,1
1,1,1,16,1,1,1,1,27,10,10,1,0,0,1,0,0,19,0,9.4,-0.8,-3.12,0
1,8,3,5,1,1,1,3,1,5,5,1,0,0,1,0,0,19,0,8.9,1.4,3.51,0
2,12,1,9,1,1,1,22,27,10,10,0,0,0,1,0,0,35,0,10.8,1.4,1.74,1
1,1,1,9,1,1,1,23,14,4,11,1,0,0,1,0,0,20,0,7.6,2.6,0.32,0
1,8,1,16,1,1,1,13,14,4,5,0,0,0,1,0,0,29,0,12.7,3.7,-1.7,0
1,1,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,29,0,15.5,2.8,-4.06,0
1,1,5,12,1,1,1,22,27,8,8,1,0,0,1,0,1,19,0,9.4,-0.8,-3.12,0
1,1,6,12,1,1,1,23,14,8,10,1,0,0,1,0,1,18,0,10.8,1.4,1.74,0
2,12,1,3,0,12,1,23,14,1,11,0,0,1,0,0,0,25,0,7.6,2.6,0.32,0
4,12,1,3,0,12,1,22,27,10,10,0,0,1,0,0,0,50,0,8.9,1.4,3.51,1
2,1,1,9,1,1,1,19,24,1,1,0,0,0,1,0,0,24,0,7.6,2.6,0.32,1
1,1,5,7,1,1,1,23,14,6,4,0,0,0,1,0,0,18,0,9.4,-0.8,-3.12,1
1,8,1,6,1,1,1,23,28,29,38,1,0,0,1,0,0,20,0,15.5,2.8,-4.06,0
1,7,1,4,1,1,1,1,27,5,10,1,0,1,1,0,1,20,0,15.5,2.8,-4.06,0
1,14,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,21,0,9.4,-0.8,-3.12,1
1,12,1,10,1,1,1,23,1,10,4,0,0,1,1,1,0,28,0,10.8,1.4,1.74,0
1,1,1,11,1,1,1,23,27,10,8,0,0,0,1,1,1,19,0,12.4,0.5,1.79,0
1,1,1,12,1,1,1,22,27,10,8,0,0,0,1,1,1,18,0,9.4,-0.8,-3.12,0
1,8,1,2,1,1,1,22,27,10,10,0,0,0,1,1,0,22,0,12.7,3.7,-1.7,0
1,15,1,4,1,14,1,22,27,10,11,0,0,0,1,1,0,25,0,15.5,2.8,-4.06,1
2,12,1,12,1,1,1,22,27,10,10,0,0,0,0,1,0,37,0,11.1,0.6,2.02,1
1,12,1,12,1,1,1,22,27,8,8,0,0,0,0,1,0,38,0,11.1,0.6,2.02,1
2,12,1,14,1,1,1,13,28,10,10,0,0,0,1,1,0,36,0,13.9,-0.3,0.79,1
1,1,2,12,1,1,1,13,1,10,10,1,0,0,1,1,0,18,0,12.7,3.7,-1.7,0
1,1,1,14,1,1,1,1,1,1,1,0,0,0,0,1,0,19,0,9.4,-0.8,-3.12,1
1,12,1,8,1,1,1,1,1,5,11,0,0,1,1,1,0,24,0,9.4,-0.8,-3.12,1
1,1,1,10,1,1,1,1,1,4,4,0,0,0,1,1,0,20,0,11.1,0.6,2.02,0
1,1,1,2,1,1,1,22,27,10,10,1,0,0,1,1,0,21,0,12.7,3.7,-1.7,1
2,14,3,17,0,1,1,22,27,10,10,1,0,0,1,1,0,32,0,7.6,2.6,0.32,1
2,12,1,17,0,12,1,23,28,8,9,0,0,0,1,1,0,39,0,12.7,3.7,-1.7,1
1,4,1,7,1,3,1,22,27,10,10,0,0,0,0,1,0,33,0,12.7,3.7,-1.7,1
1,8,2,14,1,1,1,22,28,6,9,0,0,0,1,1,1,20,0,9.4,-0.8,-3.12,0
1,1,1,4,1,1,1,23,14,10,8,0,0,0,1,1,0,19,0,16.2,0.3,-0.92,0
2,12,1,17,0,1,1,22,27,6,9,0,0,0,0,1,0,43,0,13.9,-0.3,0.79,1
2,14,1,17,0,1,1,22,27,8,9,0,0,0,1,1,0,49,0,16.2,0.3,-0.92,1
1,1,2,15,1,1,1,23,28,6,8,1,0,0,1,1,1,18,0,12.7,3.7,-1.7,0
1,12,1,4,1,1,1,1,27,29,44,0,0,0,1,1,0,27,0,11.1,0.6,2.02,0
1,1,1,9,1,1,1,1,14,10,10,1,0,0,1,1,1,19,0,8.9,1.4,3.51,1
1,12,1,5,1,1,1,22,27,10,11,0,0,1,1,1,1,45,0,16.2,0.3,-0.92,1
1,6,1,14,1,1,1,22,10,10,10,1,0,0,0,1,0,19,0,13.9,-0.3,0.79,0
1,15,1,4,1,14,1,1,3,10,7,0,0,0,1,1,1,21,0,13.9,-0.3,0.79,0
1,1,1,14,1,1,1,1,1,6,10,0,0,0,1,1,1,18,0,13.9,-0.3,0.79,0
1,8,3,9,1,1,1,22,27,6,8,0,0,0,1,1,0,18,0,9.4,-0.8,-3.12,1
