drug	drug_action	KDT	KDT_name	Drug_effect	drugKDT
Follitropin	agonist	2492	FSHR	Activator	Follitropin2492
Choriogonadotropin alfa	binder	2492	FSHR	Ligand	Choriogonadotropin alfa2492
Menotropins	binder	2492	FSHR	Ligand	Menotropins2492
Iron Dextran	other	2495	FTH1	Other	Iron Dextran2495
Ferric pyrophosphate citrate	binder	2495	FTH1	Ligand	Ferric pyrophosphate citrate2495
Iron Dextran	other	2512	FTL	Other	Iron Dextran2512
Sodium ferric gluconate complex	binding	2512	FTL	Ligand	Sodium ferric gluconate complex2512
Ferric pyrophosphate citrate	binder	2512	FTL	Ligand	Ferric pyrophosphate citrate2512
Oxetacaine	inhibition of synthesis	2520	GAST	Inhibitor	Oxetacaine2520
Miglitol	antagonist	2548	GAA	Inhibitor	Miglitol2548
Taurine	agonist	2550	GABBR1	Activator	Taurine2550
Acamprosate	inhibitor	2550	GABBR1	Inhibitor	Acamprosate2550
Methohexital	antagonist	2554	GABRA1	Inhibitor	Methohexital2554
Butalbital	potentiator	2554	GABRA1	Activator	Butalbital2554
Meprobamate	agonist	2554	GABRA1	Activator	Meprobamate2554
Etomidate	agonist	2554	GABRA1	Activator	Etomidate2554
Isoflurane	agonist	2554	GABRA1	Activator	Isoflurane2554
Secobarbital	potentiator	2554	GABRA1	Activator	Secobarbital2554
Zaleplon	potentiator	2554	GABRA1	Activator	Zaleplon2554
Ethanol	agonist	2554	GABRA1	Activator	Ethanol2554
Primidone	potentiator	2554	GABRA1	Activator	Primidone2554
Pentobarbital	potentiator	2554	GABRA1	Activator	Pentobarbital2554
Zolpidem	agonist	2554	GABRA1	Activator	Zolpidem2554
Butobarbital	potentiator	2554	GABRA1	Activator	Butobarbital2554
Talbutal	potentiator	2554	GABRA1	Activator	Talbutal2554
Quinidine barbiturate	potentiator	2554	GABRA1	Activator	Quinidine barbiturate2554
Flumazenil	antagonist	2554	GABRA1	Inhibitor	Flumazenil2554
Methylphenobarbital	potentiator	2554	GABRA1	Activator	Methylphenobarbital2554
Phenobarbital	potentiator	2554	GABRA1	Activator	Phenobarbital2554
Thiamylal	agonist	2554	GABRA1	Activator	Thiamylal2554
Zopiclone	potentiator	2554	GABRA1	Activator	Zopiclone2554
Eszopiclone	potentiator	2554	GABRA1	Activator	Eszopiclone2554
Glutethimide	agonist	2554	GABRA1	Activator	Glutethimide2554
Topiramate	agonist	2554	GABRA1	Activator	Topiramate2554
Thiopental	potentiator	2554	GABRA1	Activator	Thiopental2554
Amobarbital	potentiator	2554	GABRA1	Activator	Amobarbital2554
Methylphenobarbital	potentiator	2555	GABRA2	Activator	Methylphenobarbital2555
Meprobamate	agonist	2555	GABRA2	Activator	Meprobamate2555
Butobarbital	potentiator	2555	GABRA2	Activator	Butobarbital2555
Thiopental	potentiator	2555	GABRA2	Activator	Thiopental2555
Quinidine barbiturate	potentiator	2555	GABRA2	Activator	Quinidine barbiturate2555
Secobarbital	potentiator	2555	GABRA2	Activator	Secobarbital2555
Primidone	potentiator	2555	GABRA2	Activator	Primidone2555
Zopiclone	potentiator	2555	GABRA2	Activator	Zopiclone2555
Amobarbital	potentiator	2555	GABRA2	Activator	Amobarbital2555
Butalbital	potentiator	2555	GABRA2	Activator	Butalbital2555
Talbutal	potentiator	2555	GABRA2	Activator	Talbutal2555
Pentobarbital	potentiator	2555	GABRA2	Activator	Pentobarbital2555
Thiopental	potentiator	2556	GABRA3	Activator	Thiopental2556
Methylphenobarbital	potentiator	2556	GABRA3	Activator	Methylphenobarbital2556
Secobarbital	potentiator	2556	GABRA3	Activator	Secobarbital2556
Butalbital	potentiator	2556	GABRA3	Activator	Butalbital2556
Meprobamate	agonist	2556	GABRA3	Activator	Meprobamate2556
Butobarbital	potentiator	2556	GABRA3	Activator	Butobarbital2556
Amobarbital	potentiator	2556	GABRA3	Activator	Amobarbital2556
Pentobarbital	potentiator	2556	GABRA3	Activator	Pentobarbital2556
Primidone	potentiator	2556	GABRA3	Activator	Primidone2556
Zopiclone	potentiator	2556	GABRA3	Activator	Zopiclone2556
Talbutal	potentiator	2556	GABRA3	Activator	Talbutal2556
Butalbital	potentiator	2557	GABRA4	Activator	Butalbital2557
Amobarbital	potentiator	2557	GABRA4	Activator	Amobarbital2557
Meprobamate	agonist	2557	GABRA4	Activator	Meprobamate2557
Methylphenobarbital	potentiator	2557	GABRA4	Activator	Methylphenobarbital2557
Pentobarbital	potentiator	2557	GABRA4	Activator	Pentobarbital2557
Secobarbital	potentiator	2557	GABRA4	Activator	Secobarbital2557
Primidone	potentiator	2557	GABRA4	Activator	Primidone2557
Butobarbital	potentiator	2557	GABRA4	Activator	Butobarbital2557
Thiopental	potentiator	2557	GABRA4	Activator	Thiopental2557
Talbutal	potentiator	2557	GABRA4	Activator	Talbutal2557
Flumazenil	antagonist	2558	GABRA5	Inhibitor	Flumazenil2558
Butalbital	potentiator	2558	GABRA5	Activator	Butalbital2558
Secobarbital	potentiator	2558	GABRA5	Activator	Secobarbital2558
Meprobamate	agonist	2558	GABRA5	Activator	Meprobamate2558
Primidone	potentiator	2558	GABRA5	Activator	Primidone2558
Butobarbital	potentiator	2558	GABRA5	Activator	Butobarbital2558
Methylphenobarbital	potentiator	2558	GABRA5	Activator	Methylphenobarbital2558
Pentobarbital	potentiator	2558	GABRA5	Activator	Pentobarbital2558
Talbutal	potentiator	2558	GABRA5	Activator	Talbutal2558
Thiopental	potentiator	2558	GABRA5	Activator	Thiopental2558
Zopiclone	potentiator	2558	GABRA5	Activator	Zopiclone2558
Amobarbital	potentiator	2558	GABRA5	Activator	Amobarbital2558
Methylphenobarbital	potentiator	2559	GABRA6	Activator	Methylphenobarbital2559
Butalbital	potentiator	2559	GABRA6	Activator	Butalbital2559
Secobarbital	potentiator	2559	GABRA6	Activator	Secobarbital2559
Meprobamate	agonist	2559	GABRA6	Activator	Meprobamate2559
Amobarbital	potentiator	2559	GABRA6	Activator	Amobarbital2559
Butobarbital	potentiator	2559	GABRA6	Activator	Butobarbital2559
Pentobarbital	potentiator	2559	GABRA6	Activator	Pentobarbital2559
Primidone	potentiator	2559	GABRA6	Activator	Primidone2559
Thiopental	potentiator	2559	GABRA6	Activator	Thiopental2559
Talbutal	potentiator	2559	GABRA6	Activator	Talbutal2559
gamma-Hydroxybutyric acid	agonist	2560	GABRB1	Activator	gamma-Hydroxybutyric acid2560
Propofol	potentiator	2561	GABRB2	Activator	Propofol2561
Fospropofol	potentiator	2561	GABRB2	Activator	Fospropofol2561
Piperazine	agonist	2562	GABRB3	Activator	Piperazine2562
Propofol	potentiator	2562	GABRB3	Activator	Propofol2562
Fospropofol	potentiator	2562	GABRB3	Activator	Fospropofol2562
Flumazenil	antagonist	2566	GABRG2	Inhibitor	Flumazenil2566
Creatine	product of	2593	GAMT	Other	Creatine2593
Miglitol	antagonist	2595	GANC	Inhibitor	Miglitol2595
Pemetrexed	inhibitor	2618	GART	Inhibitor	Pemetrexed2618
Glucagon	agonist	2642	GCGR	Activator	Glucagon2642
Dasiglucagon	agonist	2642	GCGR	Activator	Dasiglucagon2642
Menadione	cofactor	2677	GGCX	Other	Menadione2677
Phylloquinone	substrate|inducer|cofactor	2677	GGCX	Ligand	Phylloquinone2677
Anisindione	inhibitor	2677	GGCX	Inhibitor	Anisindione2677
Pegvisomant	antagonist	2690	GHR	Inhibitor	Pegvisomant2690
Lonapegsomatropin	ligand	2690	GHR	Ligand	Lonapegsomatropin2690
Somatotropin	ligand	2690	GHR	Ligand	Somatotropin2690
Tesamorelin	binder	2692	GHRHR	Ligand	Tesamorelin2692
Tirzepatide	agonist	2695	GIP	Activator	Tirzepatide2695
Tirzepatide	agonist	2740	GLP1R	Activator	Tirzepatide2740
Dulaglutide	agonist	2740	GLP1R	Activator	Dulaglutide2740
Albiglutide	agonist	2740	GLP1R	Activator	Albiglutide2740
Liraglutide	agonist	2740	GLP1R	Activator	Liraglutide2740
Semaglutide	agonist	2740	GLP1R	Activator	Semaglutide2740
Lixisenatide	agonist	2740	GLP1R	Activator	Lixisenatide2740
Exenatide	agonist	2740	GLP1R	Activator	Exenatide2740
Ethanol	agonist	2741	GLRA1	Activator	Ethanol2741
Desflurane	agonist	2741	GLRA1	Activator	Desflurane2741
Isoflurane	agonist	2741	GLRA1	Activator	Isoflurane2741
Enflurane	potentiator	2741	GLRA1	Activator	Enflurane2741
Sevoflurane	agonist	2741	GLRA1	Activator	Sevoflurane2741
Taurine	agonist	2742	GLRA2	Activator	Taurine2742
Ethanol	agonist	2742	GLRA2	Activator	Ethanol2742
Nafarelin	agonist	2798	GNRHR	Activator	Nafarelin2798
Leuprolide	agonist	2798	GNRHR	Activator	Leuprolide2798
Buserelin	other	2798	GNRHR	Other	Buserelin2798
Cetrorelix	antagonist	2798	GNRHR	Inhibitor	Cetrorelix2798
Gonadorelin	agonist	2798	GNRHR	Activator	Gonadorelin2798
Relugolix	antagonist	2798	GNRHR	Inhibitor	Relugolix2798
Triptorelin	agonist	2798	GNRHR	Activator	Triptorelin2798
Ganirelix	antagonist	2798	GNRHR	Inhibitor	Ganirelix2798
Degarelix	antagonist	2798	GNRHR	Inhibitor	Degarelix2798
Goserelin	agonist	2798	GNRHR	Activator	Goserelin2798
Danazol	negative modulator	2798	GNRHR	Inhibitor	Danazol2798
Linzagolix	antagonist	2798	GNRHR	Inhibitor	Linzagolix2798
Icosapent	agonist	2864	FFAR1	Activator	Icosapent2864
Sevoflurane	antagonist	2890	GRIA1	Inhibitor	Sevoflurane2890
Isoflurane	antagonist	2890	GRIA1	Inhibitor	Isoflurane2890
Perampanel	antagonist	2890	GRIA1	Inhibitor	Perampanel2890
Desflurane	antagonist	2890	GRIA1	Inhibitor	Desflurane2890
Orphenadrine	antagonist	2902	GRIN1	Inhibitor	Orphenadrine2902
Felbamate	antagonist	2903	GRIN2A	Inhibitor	Felbamate2903
Lumateperone	other	2904	GRIN2B	Other	Lumateperone2904
Taurine	inhibitor	2904	GRIN2B	Inhibitor	Taurine2904
Felbamate	antagonist	2904	GRIN2B	Inhibitor	Felbamate2904
Orphenadrine	antagonist	2906	GRIN2D	Inhibitor	Orphenadrine2906
Prednicarbate	agonist	2908	NR3C1	Activator	Prednicarbate2908
Flumethasone	agonist	2908	NR3C1	Activator	Flumethasone2908
Amcinonide	agonist	2908	NR3C1	Activator	Amcinonide2908
Mometasone furoate	other	2908	NR3C1	Other	Mometasone furoate2908
Ciclesonide	agonist	2908	NR3C1	Activator	Ciclesonide2908
Dexamethasone acetate	agonist	2908	NR3C1	Activator	Dexamethasone acetate2908
Ulobetasol	agonist	2908	NR3C1	Activator	Ulobetasol2908
Hydrocortisone phosphate	other	2908	NR3C1	Other	Hydrocortisone phosphate2908
Flunisolide	agonist	2908	NR3C1	Activator	Flunisolide2908
Prednisone	agonist	2908	NR3C1	Activator	Prednisone2908
Betamethasone	agonist	2908	NR3C1	Activator	Betamethasone2908
Hydrocortisone valerate	other	2908	NR3C1	Other	Hydrocortisone valerate2908
Hydrocortisone	agonist	2908	NR3C1	Activator	Hydrocortisone2908
Clocortolone	agonist	2908	NR3C1	Activator	Clocortolone2908
Beclomethasone dipropionate	agonist	2908	NR3C1	Activator	Beclomethasone dipropionate2908
Hydrocortisone butyrate	other	2908	NR3C1	Other	Hydrocortisone butyrate2908
Clobetasol propionate	agonist	2908	NR3C1	Activator	Clobetasol propionate2908
Fluticasone propionate	agonist	2908	NR3C1	Activator	Fluticasone propionate2908
Hydrocortamate	agonist	2908	NR3C1	Activator	Hydrocortamate2908
Desonide	agonist	2908	NR3C1	Activator	Desonide2908
Cortisone acetate	agonist	2908	NR3C1	Activator	Cortisone acetate2908
Fluocinolone acetonide	agonist	2908	NR3C1	Activator	Fluocinolone acetonide2908
Desoximetasone	agonist	2908	NR3C1	Activator	Desoximetasone2908
Clobetasone	agonist	2908	NR3C1	Activator	Clobetasone2908
Budesonide	agonist	2908	NR3C1	Activator	Budesonide2908
Hydrocortisone acetate	other	2908	NR3C1	Other	Hydrocortisone acetate2908
Alclometasone	agonist	2908	NR3C1	Activator	Alclometasone2908
Fluorometholone	agonist	2908	NR3C1	Activator	Fluorometholone2908
Diflorasone	agonist	2908	NR3C1	Activator	Diflorasone2908
Methylprednisolone	agonist	2908	NR3C1	Activator	Methylprednisolone2908
Loteprednol etabonate	agonist	2908	NR3C1	Activator	Loteprednol etabonate2908
Ulipristal	antagonist	2908	NR3C1	Inhibitor	Ulipristal2908
Medrysone	agonist	2908	NR3C1	Activator	Medrysone2908
Fluticasone	agonist	2908	NR3C1	Activator	Fluticasone2908
Dexamethasone	agonist	2908	NR3C1	Activator	Dexamethasone2908
Prednisolone	agonist	2908	NR3C1	Activator	Prednisolone2908
Mifepristone	antagonist	2908	NR3C1	Inhibitor	Mifepristone2908
Fluocinonide	agonist	2908	NR3C1	Activator	Fluocinonide2908
Difluprednate	agonist	2908	NR3C1	Activator	Difluprednate2908
Hydrocortisone cypionate	other	2908	NR3C1	Other	Hydrocortisone cypionate2908
Flurandrenolide	agonist	2908	NR3C1	Activator	Flurandrenolide2908
Rimexolone	agonist	2908	NR3C1	Activator	Rimexolone2908
Fluticasone furoate	agonist	2908	NR3C1	Activator	Fluticasone furoate2908
Hydrocortisone probutate	other	2908	NR3C1	Other	Hydrocortisone probutate2908
Triamcinolone	agonist	2908	NR3C1	Activator	Triamcinolone2908
Prednisolone acetate	agonist	2908	NR3C1	Activator	Prednisolone acetate2908
Acamprosate	antagonist	2915	GRM5	Inhibitor	Acamprosate2915
Carmustine	inhibitor	2936	GSR	Inhibitor	Carmustine2936
Acetylcysteine	stimulator	2937	GSS	Activator	Acetylcysteine2937
Isosorbide mononitrate	activator	2977	GUCY1A2	Activator	Isosorbide mononitrate2977
Nitric Oxide	inducer	2977	GUCY1A2	Activator	Nitric Oxide2977
Riociguat	agonist|stimulator	2977	GUCY1A2	Activator	Riociguat2977
Methylene blue	inhibitor	2977	GUCY1A2	Inhibitor	Methylene blue2977
Plecanatide	agonist	2977	GUCY1A2	Activator	Plecanatide2977
Vericiguat	stimulator	2983	GUCY1B1	Activator	Vericiguat2983
Linaclotide	agonist	2984	GUCY2C	Activator	Linaclotide2984
Omega-3-carboxylic acids	potentiator	3028	HSD17B10	Activator	Omega-3-carboxylic acids3028
Omega-3-carboxylic acids	potentiator	3033	HADH	Activator	Omega-3-carboxylic acids3033
Ferric pyrophosphate citrate	binder	3039	HBA1	Ligand	Ferric pyrophosphate citrate3039
Ferrous sulfate anhydrous	binder	3039	HBA1	Ligand	Ferrous sulfate anhydrous3039
Pentaerythritol tetranitrate	agonist	3039	HBA1	Activator	Pentaerythritol tetranitrate3039
Voxelotor	binder	3039	HBA1	Ligand	Voxelotor3039
Nitrous acid	oxidizer	3039	HBA1	Other	Nitrous acid3039
Iron Dextran	activator	3039	HBA1	Activator	Iron Dextran3039
Ferric pyrophosphate citrate	binder	3040	HBA2	Ligand	Ferric pyrophosphate citrate3040
Ferrous sulfate anhydrous	binder	3040	HBA2	Ligand	Ferrous sulfate anhydrous3040
Pentaerythritol tetranitrate	agonist	3040	HBA2	Activator	Pentaerythritol tetranitrate3040
Voxelotor	binder	3040	HBA2	Ligand	Voxelotor3040
Nitrous acid	oxidizer	3040	HBA2	Other	Nitrous acid3040
Iron Dextran	activator	3040	HBA2	Activator	Iron Dextran3040
Ferric pyrophosphate citrate	binder	3043	HBB	Ligand	Ferric pyrophosphate citrate3043
Iron Dextran	activator	3043	HBB	Activator	Iron Dextran3043
Pentaerythritol tetranitrate	agonist	3043	HBB	Activator	Pentaerythritol tetranitrate3043
Nitrous acid	oxidizer	3043	HBB	Other	Nitrous acid3043
Sodium ferric gluconate complex	binding	3043	HBB	Ligand	Sodium ferric gluconate complex3043
Sulodexide	agonist	3053	SERPIND1	Activator	Sulodexide3053
Lemborexant	antagonist	3061	HCRTR1	Inhibitor	Lemborexant3061
Suvorexant	antagonist	3061	HCRTR1	Inhibitor	Suvorexant3061
Daridorexant	antagonist	3061	HCRTR1	Inhibitor	Daridorexant3061
Daridorexant	antagonist	3062	HCRTR2	Inhibitor	Daridorexant3062
Suvorexant	antagonist	3062	HCRTR2	Inhibitor	Suvorexant3062
Lemborexant	antagonist	3062	HCRTR2	Inhibitor	Lemborexant3062
Romidepsin	antagonist|inhibitor	3065	HDAC1	Inhibitor	Romidepsin3065
Vorinostat	inhibitor	3065	HDAC1	Inhibitor	Vorinostat3065
Aminophylline	activator	3066	HDAC2	Activator	Aminophylline3066
Romidepsin	antagonist|inhibitor	3066	HDAC2	Inhibitor	Romidepsin3066
Vorinostat	inhibitor	3066	HDAC2	Inhibitor	Vorinostat3066
Oxtriphylline	activator	3066	HDAC2	Activator	Oxtriphylline3066
Theophylline	activator	3066	HDAC2	Activator	Theophylline3066
Antithymocyte immunoglobulin (rabbit)	antagonist	3140	MR1	Inhibitor	Antithymocyte immunoglobulin (rabbit)3140
Fluvastatin	inhibitor	3156	HMGCR	Inhibitor	Fluvastatin3156
Simvastatin	inhibitor	3156	HMGCR	Inhibitor	Simvastatin3156
Lovastatin	inhibitor	3156	HMGCR	Inhibitor	Lovastatin3156
Rosuvastatin	inhibitor	3156	HMGCR	Inhibitor	Rosuvastatin3156
Atorvastatin	inhibitor	3156	HMGCR	Inhibitor	Atorvastatin3156
Pravastatin	inhibitor	3156	HMGCR	Inhibitor	Pravastatin3156
Pitavastatin	inhibitor	3156	HMGCR	Inhibitor	Pitavastatin3156
Hyaluronic acid	binder	3161	HMMR	Ligand	Hyaluronic acid3161
Nitisinone	inhibitor	3242	HPD	Inhibitor	Nitisinone3242
Mercaptopurine	inhibitor	3251	HPRT1	Inhibitor	Mercaptopurine3251
Azelastine	antagonist	3269	HRH1	Inhibitor	Azelastine3269
Levocetirizine	antagonist|inhibitor	3269	HRH1	Inhibitor	Levocetirizine3269
Mepyramine	antagonist	3269	HRH1	Inhibitor	Mepyramine3269
Bilastine	antagonist	3269	HRH1	Inhibitor	Bilastine3269
Betahistine	agonist	3269	HRH1	Activator	Betahistine3269
Dimetindene	antagonist	3269	HRH1	Inhibitor	Dimetindene3269
Dosulepin	antagonist	3269	HRH1	Inhibitor	Dosulepin3269
Pheniramine	inverse agonist	3269	HRH1	Inhibitor	Pheniramine3269
Olopatadine	antagonist	3269	HRH1	Inhibitor	Olopatadine3269
Diphenylpyraline	antagonist	3269	HRH1	Inhibitor	Diphenylpyraline3269
Ketotifen	antagonist	3269	HRH1	Inhibitor	Ketotifen3269
Doxylamine	antagonist	3269	HRH1	Inhibitor	Doxylamine3269
Cetirizine	antagonist	3269	HRH1	Inhibitor	Cetirizine3269
Histamine	agonist	3269	HRH1	Activator	Histamine3269
Diphenhydramine	antagonist	3269	HRH1	Inhibitor	Diphenhydramine3269
Phenindamine	antagonist	3269	HRH1	Inhibitor	Phenindamine3269
Alimemazine	antagonist	3269	HRH1	Inhibitor	Alimemazine3269
Dexbrompheniramine	antagonist	3269	HRH1	Inhibitor	Dexbrompheniramine3269
Cyclizine	antagonist	3269	HRH1	Inhibitor	Cyclizine3269
Fexofenadine	antagonist	3269	HRH1	Inhibitor	Fexofenadine3269
Orphenadrine	antagonist	3269	HRH1	Inhibitor	Orphenadrine3269
Chlorpromazine	antagonist	3269	HRH1	Inhibitor	Chlorpromazine3269
Epinastine	antagonist	3269	HRH1	Inhibitor	Epinastine3269
Methdilazine	antagonist	3269	HRH1	Inhibitor	Methdilazine3269
Levocabastine	antagonist	3269	HRH1	Inhibitor	Levocabastine3269
Emedastine	antagonist	3269	HRH1	Inhibitor	Emedastine3269
Cyproheptadine	antagonist	3269	HRH1	Inhibitor	Cyproheptadine3269
Chlorcyclizine	antagonist	3269	HRH1	Inhibitor	Chlorcyclizine3269
Bromodiphenhydramine	antagonist	3269	HRH1	Inhibitor	Bromodiphenhydramine3269
Dimenhydrinate	antagonist	3269	HRH1	Inhibitor	Dimenhydrinate3269
Desloratadine	antagonist	3269	HRH1	Inhibitor	Desloratadine3269
Dexchlorpheniramine maleate	antagonist	3269	HRH1	Inhibitor	Dexchlorpheniramine maleate3269
Buclizine	antagonist	3269	HRH1	Inhibitor	Buclizine3269
Promethazine	antagonist	3269	HRH1	Inhibitor	Promethazine3269
Triprolidine	antagonist	3269	HRH1	Inhibitor	Triprolidine3269
Antazoline	antagonist	3269	HRH1	Inhibitor	Antazoline3269
Brompheniramine	antagonist	3269	HRH1	Inhibitor	Brompheniramine3269
Cinnarizine	antagonist	3269	HRH1	Inhibitor	Cinnarizine3269
Propiomazine	antagonist	3269	HRH1	Inhibitor	Propiomazine3269
Repaglinide	antagonist	3269	HRH1	Inhibitor	Repaglinide3269
Bepotastine	antagonist	3269	HRH1	Inhibitor	Bepotastine3269
Carbinoxamine	antagonist	3269	HRH1	Inhibitor	Carbinoxamine3269
Chlorpheniramine	antagonist	3269	HRH1	Inhibitor	Chlorpheniramine3269
Acrivastine	antagonist	3269	HRH1	Inhibitor	Acrivastine3269
Lorpiprazole	antagonist	3269	HRH1	Inhibitor	Lorpiprazole3269
Thonzylamine	antagonist	3269	HRH1	Inhibitor	Thonzylamine3269
Azatadine	antagonist	3269	HRH1	Inhibitor	Azatadine3269
Hydroxyzine	inverse agonist	3269	HRH1	Inhibitor	Hydroxyzine3269
Loratadine	antagonist	3269	HRH1	Inhibitor	Loratadine3269
Rupatadine	antagonist	3269	HRH1	Inhibitor	Rupatadine3269
Tripelennamine	antagonist	3269	HRH1	Inhibitor	Tripelennamine3269
Clemastine	antagonist	3269	HRH1	Inhibitor	Clemastine3269
Doxepin	antagonist	3269	HRH1	Inhibitor	Doxepin3269
Meclizine	antagonist	3269	HRH1	Inhibitor	Meclizine3269
Methantheline	antagonist	3274	HRH2	Inhibitor	Methantheline3274
Betazole	agonist	3274	HRH2	Activator	Betazole3274
Cimetidine	antagonist	3274	HRH2	Inhibitor	Cimetidine3274
Epinastine	antagonist	3274	HRH2	Inhibitor	Epinastine3274
Histamine	agonist	3274	HRH2	Activator	Histamine3274
Doxepin	antagonist	3274	HRH2	Inhibitor	Doxepin3274
Famotidine	antagonist	3274	HRH2	Inhibitor	Famotidine3274
Nizatidine	antagonist	3274	HRH2	Inhibitor	Nizatidine3274
Glycyrrhizic acid	antagonist	3290	HSD11B1	Inhibitor	Glycyrrhizic acid3290
Buspirone	partial agonist	3350	HTR1A	Activator	Buspirone3350
Alverine	antagonist	3350	HTR1A	Inhibitor	Alverine3350
Methysergide	agonist	3350	HTR1A	Activator	Methysergide3350
Trazodone	antagonist|partial agonist	3350	HTR1A	Inhibitor	Trazodone3350
Naratriptan	agonist	3350	HTR1A	Activator	Naratriptan3350
Flibanserin	agonist	3350	HTR1A	Activator	Flibanserin3350
Sumatriptan	agonist	3350	HTR1A	Activator	Sumatriptan3350
Aripiprazole lauroxil	partial agonist	3350	HTR1A	Activator	Aripiprazole lauroxil3350
Vortioxetine	agonist	3350	HTR1A	Activator	Vortioxetine3350
Ziprasidone	agonist	3350	HTR1A	Activator	Ziprasidone3350
Penbutolol	antagonist	3350	HTR1A	Inhibitor	Penbutolol3350
Dosulepin	antagonist	3350	HTR1A	Inhibitor	Dosulepin3350
Pipotiazine	antagonist	3350	HTR1A	Inhibitor	Pipotiazine3350
Brexpiprazole	agonist|partial agonist	3350	HTR1A	Activator	Brexpiprazole3350
Chlorpromazine	antagonist	3350	HTR1A	Inhibitor	Chlorpromazine3350
Vortioxetine	partial agonist	3351	HTR1B	Activator	Vortioxetine3351
Zolmitriptan	agonist	3351	HTR1B	Activator	Zolmitriptan3351
Naratriptan	agonist	3351	HTR1B	Activator	Naratriptan3351
Rizatriptan	agonist	3351	HTR1B	Activator	Rizatriptan3351
Eletriptan	agonist	3351	HTR1B	Activator	Eletriptan3351
Frovatriptan	agonist	3351	HTR1B	Activator	Frovatriptan3351
Sumatriptan	agonist	3351	HTR1B	Activator	Sumatriptan3351
Dihydroergotamine	agonist	3351	HTR1B	Activator	Dihydroergotamine3351
Ergotamine	agonist	3351	HTR1B	Activator	Ergotamine3351
Naratriptan	agonist	3352	HTR1D	Activator	Naratriptan3352
Frovatriptan	agonist	3352	HTR1D	Activator	Frovatriptan3352
Ziprasidone	antagonist	3352	HTR1D	Inhibitor	Ziprasidone3352
Dihydroergotamine	agonist	3352	HTR1D	Activator	Dihydroergotamine3352
Eletriptan	agonist	3352	HTR1D	Activator	Eletriptan3352
Sumatriptan	agonist	3352	HTR1D	Activator	Sumatriptan3352
Ergotamine	agonist	3352	HTR1D	Activator	Ergotamine3352
Zolmitriptan	agonist	3352	HTR1D	Activator	Zolmitriptan3352
Rizatriptan	agonist	3352	HTR1D	Activator	Rizatriptan3352
Eletriptan	agonist	3355	HTR1F	Activator	Eletriptan3355
Naratriptan	agonist	3355	HTR1F	Activator	Naratriptan3355
Dihydroergotamine	agonist	3355	HTR1F	Activator	Dihydroergotamine3355
Sumatriptan	agonist	3355	HTR1F	Activator	Sumatriptan3355
Zolmitriptan	agonist	3355	HTR1F	Activator	Zolmitriptan3355
Lasmiditan	agonist	3355	HTR1F	Activator	Lasmiditan3355
Rizatriptan	agonist	3355	HTR1F	Activator	Rizatriptan3355
Dosulepin	antagonist	3356	HTR2A	Inhibitor	Dosulepin3356
Mesoridazine	antagonist	3356	HTR2A	Inhibitor	Mesoridazine3356
Amisulpride	antagonist	3356	HTR2A	Inhibitor	Amisulpride3356
Nortriptyline	antagonist	3356	HTR2A	Inhibitor	Nortriptyline3356
Ergotamine	agonist	3356	HTR2A	Activator	Ergotamine3356
Minaprine	antagonist	3356	HTR2A	Inhibitor	Minaprine3356
Aripiprazole lauroxil	antagonist	3356	HTR2A	Inhibitor	Aripiprazole lauroxil3356
Lurasidone	antagonist	3356	HTR2A	Inhibitor	Lurasidone3356
Quetiapine	antagonist	3356	HTR2A	Inhibitor	Quetiapine3356
Methysergide	antagonist	3356	HTR2A	Inhibitor	Methysergide3356
Desipramine	antagonist	3356	HTR2A	Inhibitor	Desipramine3356
Risperidone	antagonist	3356	HTR2A	Inhibitor	Risperidone3356
Cyclobenzaprine	antagonist	3356	HTR2A	Inhibitor	Cyclobenzaprine3356
Cyproheptadine	antagonist	3356	HTR2A	Inhibitor	Cyproheptadine3356
Lorpiprazole	antagonist	3356	HTR2A	Inhibitor	Lorpiprazole3356
Aripiprazole	antagonist|partial agonist	3356	HTR2A	Inhibitor	Aripiprazole3356
Mirtazapine	antagonist	3356	HTR2A	Inhibitor	Mirtazapine3356
Ziprasidone	antagonist	3356	HTR2A	Inhibitor	Ziprasidone3356
Chlorpromazine	antagonist	3356	HTR2A	Inhibitor	Chlorpromazine3356
Clomipramine	antagonist	3356	HTR2A	Inhibitor	Clomipramine3356
Paliperidone	antagonist	3356	HTR2A	Inhibitor	Paliperidone3356
Amitriptyline	antagonist	3356	HTR2A	Inhibitor	Amitriptyline3356
Olanzapine	antagonist	3356	HTR2A	Inhibitor	Olanzapine3356
Lumateperone	antagonist	3356	HTR2A	Inhibitor	Lumateperone3356
Trazodone	antagonist	3356	HTR2A	Inhibitor	Trazodone3356
Clozapine	antagonist	3356	HTR2A	Inhibitor	Clozapine3356
Flibanserin	antagonist	3356	HTR2A	Inhibitor	Flibanserin3356
Brexpiprazole	antagonist	3356	HTR2A	Inhibitor	Brexpiprazole3356
Pipotiazine	antagonist	3356	HTR2A	Inhibitor	Pipotiazine3356
Iloperidone	antagonist	3356	HTR2A	Inhibitor	Iloperidone3356
Lisuride	agonist	3356	HTR2A	Activator	Lisuride3356
Pimavanserin	inverse agonist	3356	HTR2A	Inhibitor	Pimavanserin3356
Asenapine	antagonist	3356	HTR2A	Inhibitor	Asenapine3356
Loxapine	antagonist	3356	HTR2A	Inhibitor	Loxapine3356
